program,acad_course_macro_garima_score,acad_course_acc_nimisha_score,acad_course_corpstrategy_vipin_score,acad_course_stratlead_manu_score,acad_course_stratlead_vipin_score,acad_course_prod_ashank_score,acad_course_finmodel_pranav_score,acad_course_mktres_bhupesh_score,acad_course_b2b_rajan_score,acad_course_category_sahil_score,acad_course_prodanalytics_shravan_score,acad_course_productlab_fenil_score,acad_course_python_tushar_score,acad_course_design_nikunj_score,acad_course_leadership_rajat_score,acad_most_impact_comment,acad_relevance_score,acad_overall_nps,acad_feedback_comment,outclass_preseed_confidence_score,outclass_content_clarity_comment,outclass_overall_nps,outclass_feedback_comment,careerprep_guidance_score,careerprep_confidence_comment,careerprep_overall_nps,careerprep_feedback_comment,careerservices_overall_nps,careerservices_feedback_comment,masterrelations_guestfavorite_comment,masterrelations_feedback_comment,studentaffairs_engagement_score,studentaffairs_grievance_score,studentaffairs_value_comment,studentaffairs_overall_nps,studentaffairs_feedback_comment,tech_careercoach_score,tech_careercoach_comment,tech_mentorunion_score,tech_mentorunion_usefulness_score,tech_mentorunion_comment,tech_lms_score,tech_lms_comment,program_overall_nps,program_nps_reason_comment,program_positive_comment,program_fix_comment
YLC,9,8,10,9,9,,,10,9,,,8,,,10,"The courses that had the most impact on me were Market Research and Leadership Lab conducted by Dr.Bhupesh and Mr. Rajat Mathur. These courses helped me understand the core concepts of the subjects in depth and, more importantly, enabled me to correlate theoretical frameworks with real-life business and leadership situations.",8,8,"I believe the academic structure and curriculum are well thought out and aligned with industry expectations. However, one area where there is scope for improvement is class scheduling. There have been instances where frequent changes or poorly spaced schedules disrupted the regular routine, which made it challenging to maintain consistency and productivity. A more structured and predictable timetable, planned well in advance, would help students manage their time better and improve overall engagement. Better coordination between academic activities and class schedules would further enhance the learning experience.",9,"While I personally did not actively pursue the Content Creation Challenge due to certain prior commitments, and because I do not currently see myself pursuing content creation as a long-term path, I still found the initiative insightful. The challenge was designed to encourage exploration and helped me understand how social media platforms function and how content strategies are built. Even with limited participation, I gained clarity on the key skills required to identify a niche, choose the right platform, and understand different content formats.",6,"The Outclass initiatives are well-intentioned and offer exposure beyond the regular academic curriculum. However, I feel there is scope for introducing greater flexibility in how students engage with these activities. Many students simultaneously manage internships, applications, academic commitments, and examinations, which can make mandatory participation challenging at times. Allowing students some choice in selecting Outclass activities similar to how electives are chosen would make the experience more meaningful and aligned with individual goals. For instance, while the Content Creation Challenge may be beneficial for some, it may not be relevant for everyone due to personal interests or professional direction.",8,"Yes, Career Prep has helped me feel more confident in preparing for placements. The team has taken multiple focused initiatives to support students, including structured guidance, preparatory sessions, and continuous engagement, which has been reassuring throughout the process.",8,"Career Prep has been helpful overall, especially in terms of guidance and preparedness for placements. However, one area where the process could be improved is the frequency of resume update submissions. Being asked to upload updated resumes repeatedly within short intervals often creates confusion and an unnecessary administrative burden, especially when there are no significant profile changes within one or two months. A more streamlined approach such as a one-time comprehensive resume submission or updates only when there is a substantial change would be more efficient. This would allow students to focus better on internships, academics, applications, and skill development. Similarly, modules such as behavioral preparation or mock sessions could be conducted in a more consolidated, one-shot format rather than being stretched across the entire process.",5,"I feel the current outreach process could benefit from a more profile-driven and research-oriented approach. At present, internships appear to be floated in a generic manner, without sufficient alignment to students’ academic backgrounds or prior industry experience. In my case, coming from a pharmaceutical background, none of the internship opportunities shared were relevant to my profile or industry. Despite multiple applications and repeated communication with the Career Prep and Career Services teams, there was no visible progress in sourcing roles aligned to my domain. As a result, I had to independently secure an internship on my own. Additionally, the stipend levels offered for many internships do not meet the expectations of an MBA program. While compensation may vary, if stipends are low, it would be far more valuable to collaborate with established or legacy organisations, as this significantly strengthens a student’s profile and improves long-term placement outcomes. Several startups offered lacked clarity in terms of job descriptions, organisational structure, or even a credible digital presence, which made it difficult to assess learning value. A more targeted outreach strategy focused on industry relevance, quality of organisations, and student profiles would greatly enhance the effectiveness and credibility of Career Services.","I particularly enjoyed the sessions conducted by Rajat Sir and Bhupesh Sir. What made their sessions stand out was their ability to communicate concepts in a very clear and practical manner. The way they explained ideas made it easy for me to grasp not just the what, but also the why behind the concepts. Their sessions were highly engaging, and the learning genuinely stayed with me even after the classes. More importantly, the skills and perspectives they focused on are highly relevant to today’s industry requirements. The emphasis on practical application and real-world relevance made their sessions extremely valuable for my overall learning and professional development.",Not answered,6,7,"In Term 3, the most valuable part of the student experience was the focus on practical, application-based learning",8,Not answered,9,Not answered,8,8,Not answered,9,Not answered,8,"The single biggest reason for my score is the peer learning environment, which has been one of the strongest aspects of my MBA experience. Interacting with diverse peers and learning through discussions, group work, and shared experiences has added significant value to my overall growth. Additionally, a few subjects and faculty members have contributed positively to my learning journey. Apart from this, the exposure gained through CXO sessions has been excellent. These interactions provide real-world insights, practical perspectives, and industry relevance, which have played an important role in shaping my understanding beyond the classroom.","What worked best for me this term was the CXO sessions and life-skill–oriented subjects such as the Leadership Lab. These sessions provided practical insights, real-world perspectives, and helped in developing skills that are highly relevant beyond academics. Continuing and expanding such sessions especially for students who are genuinely interested in leadership, personal development, and industry exposure would add even more value to the overall learning experience.","If I were in Pratham’s position, the first thing I would fix is the Career Services function, with a clear focus on quality, relevance, and standards rather than volume. If the goal is to build a B-school that competes with other leading institutions not just in numbers but in reputation then career outcomes must reflect that ambition. I would start by restructuring Career Services to be profile-centric and industry-mapped, ensuring internships and opportunities are aligned with students’ backgrounds and specialisations. Priority would be given to legacy and credible organisations, and internship stipends would be benchmarked against peer B-schools to meet MBA-level expectations. Even if compensation is limited, brand value and role clarity should be non-negotiable. At the same time, I would streamline Career Prep requirements so they support not burden students. Resume submissions and preparatory modules should be milestone-based rather than repetitive, ensuring effort translates into tangible outcomes."
YLC,8,6,10,,,10,,10,,,10,6,,8,9,Shravan was amazing with the course this time both the product management courses i took were a deal breaker for my career as a PM,8,8,Not answered,10,I personally dint attend many of the sessions but the ones i attended seemed interesting but this domain seemed not my interest,9,Not answered,8,Yes they were helpful,8,Not answered,10,"Abhishek Agarwal thank you so much for making sure i get in to leadsquared with constant support and one call away, you made the difference for me and this is what something everyone deserves",Shri Nitin Jairam Gadkar session was really good,Not answered,8,10,For me it was the outclass and VIP working with my co founders and pitching for the pre seed was that one student experience that gave the most vale prop for me,9,Not answered,8,Not answered,8,8,Not answered,8,Not answered,9,The courses i opted for and the masters i got was really good this time,Keep bringing masters like Ashank and Shravan who are actually the real masters,"I used to think my internship and my VIP project were two separate worlds. I was wrong. Building in the CRM space while simultaneously navigating the industry has given me a perspective I couldn't have gained from a textbook. In recent interviews, the contrast was stark. In industries I hadn't studied deeply, I was just another candidate. In the CRM space where I’ve spent months obsessing over every small detail for my own pre-seed venture the interviews felt like high-level strategy sessions. The ""shit I know"" because of my startup journey made me stand out. Even with the workload of an internship, continuing to build my product from scratch provides an adrenaline rush that keeps me going. The VIP is more than a program; it’s a sandbox for the real world."
YLC,9,7,10,,,,9,9,,,,,7,,10,Rajat Mathur sir had an amazing impact on me. Leadership lab was excellent. It’s a lifelong lesson of decision making and it was also fun at the same time.,9,8,Academic quality is amazing. The Profs and quality of their teaching and experience what they give us is amazing. Kudos to academic team to bring and handle amazing masters and Profs. One downside about acad op team is the operations. They need to be more flexible and understand students on individual cases because this is a college meant for learning and not get stressed on unnecessary. I understand policy is important but I think student friendliness is one thing that differentiates Masters Union and if that isn’t there then what use.,8,Yes content creation challenge is helping me understand various aspects of social media and shooting in general which will directly and indirectly help me a lot on building either personal brand or for a brand.,7,..,7,I belong from Marketing CEP. I might have a slightly different opinion from others. I come from YLC and I am from tech background and have absolutely no idea about growth. Felt Prabhu was very fast paced and his method of teaching didn’t cater to audience like me. He is all amazing to many people I understand and respect is talent. Don’t want to blame him there. But it’s a request for career prep team to keep seperate CEPs or similar session for YLC seperately which would help us learn better and crack interviews better. This can be done primarily because YLC placment cycles can be quite different than normal TBM and it would be very helpful to us to learn in our pace as well at the same time. I wish this would he considered seriously and not be reasoned or justified like last time when we had said the same to career prep team in online townhall. It’s a request from our side.,7,I belong from Marketing CEP. I might have a slightly different opinion from others. I come from YLC and I am from tech background and have absolutely no idea about growth. Felt Prabhu was very fast paced and his method of teaching didn’t cater to audience like me. He is all amazing to many people I understand and respect is talent. Don’t want to blame him there. But it’s a request for career prep team to keep seperate CEPs or similar session for YLC seperately which would help us learn better and crack interviews better. This can be done primarily because YLC placment cycles can be quite different than normal TBM and it would be very helpful to us to learn in our pace as well at the same time. I wish this would he considered seriously and not be reasoned or justified like last time when we had said the same to career prep team in online townhall. It’s a request from our side.,7,"I genuinely appreciate the effort the outreach team is putting in to bring opportunities to YLC. Their intent and the volume of outreach are evident. However, the quality of many of the opportunities being brought in is concerning. A significant number of roles offer very low stipends, and while the “learning opportunity” justification mentioned during the town hall is valid in some cases, it does not apply uniformly to all the companies being invited. There have been instances where companies with extremely limited operational scale were allowed to recruit. For example, a company named Alcovia reportedly had only one employee at the time of recruitment. This raises serious questions about the screening criteria being used to approve employers. Due to such cases, some of my classmates had their career coach access blocked simply because they chose not to proceed with companies that had minimal credibility or structure. This feels unfair and discouraging. Additionally, job descriptions are often misaligned with the actual roles discussed during interviews. Critical expectations and responsibilities emerge only later, indicating a lack of clarity and proper vetting at the JD stage. It sometimes appears that the focus may be on maximizing the number of companies brought in, potentially to reflect stronger placement statistics, rather than ensuring quality, credibility, and role alignment. This approach risks diluting the overall placement experience. That said, I would like to acknowledge that the career services team members are genuinely supportive, cooperative, and empathetic. Their moral support during the placement process is extremely valuable and appreciated. I sincerely request that employer screening standards be strengthened, with greater emphasis on company credibility, role clarity, and fair compensation, so that the opportunities presented truly align with students’ expectations and long-term career goals.",Leadership Lab was excellent.,Good job.,8,9,Inter Frat and Club events.,8,…,8,Search option can be better. And process isn’t updated stage wise in career couch which can be.,8,8,..,8,..,9,Academic quality and profs,Academic quality was absolutely amazing and should continue to have same quality and bring people from same standard in general.,Career Services is first thing ill fix which needs so much changed in terms of honesty of bringing right campus placement and good quality of jobs and not just meet crieteria bringing highest number of jobs.
YLC,,,,,,,,0,0,0,0,0,0,0,0,Nice nive nice nice nice nice,0,0,No,0,Nooooooooooooooooooooooooooo,0,Nooooooooooooooooooooooo,0,Noooooooooooooooooooooooo,0,Nooooooooooooooooooooooooooooo,0,Nooooooooooooooooooooooooooooo,Nooooooooooooooooooooooooooooo,Nooooooooooooooooooooooooooooo,0,0,Nooooooooooooooooooooooooooooo,0,Not answered,0,Nooooooooooooooooooooooooooooo,0,0,Nooooooooooooooooooooooooooooo,0,Nooooooooooooooooooooooooooooo,0,Nooooooooooooooooooooooooooooo,Nooooooooooooooooooooooooooooo,Good goodGood goodGood good
YLC,9,,9,7,9,,,10,7,8,,,,,8,market research bhupesh sir,7,8,none,6,"yes, it helped giving me direction",8,none,6,"not much, except gopika maam",7,none,7,none,"bhupesh sir, creates very interesting classroom teaching experience vipin sir, very insightful lectures and amazing teaching style",none,8,7,"cultural events, especially the ones by belong club",7,none,7,none,7,7,more leaders in the marketing domain and in general need more people on the platform,8,none,8,creators challenge and market research equally,nothing as such to point out specifically,"i think everything about career prep should enhance, its not that impactful and helpful right now, definitely students are the reason for that but the sessions and prep related activities should be more aligned with the students schedule and choice"
YLC,10,8,8,8,8,,,8,,,,,,,8,"Prof. Garima made the most impact in term 3, she delivered good content and also made it memorable.",4,6,"YLC specific, this is a 2 years course and students are treating this is a UG course, please be strict and add more depth to courses by increasing the number of lectures for courses like manegerial accounting to practice and learn more about real world. Please be more strict, you say that you'll be but it doesn't happen. This is the need of the hour.",5,It didn't but this small sprint of consistency is not the thing you should seek but making things regular.,4,If it's not mandatory people won't do it.,4,"Unfortunately, I am the one lagging here. Kudos to the team.",7,None at the time.,3,"I have asked for specific companies to be brought in but in a month there is no progress. The companies that outreach team has brought are sub par in terms of the work being offered. The outreach team claims the application rate is low but the JDs being offered are bad. Team claiming that all you do is get coffee in big companies during internships impacts our morale. Also, team seemed defensive during the townhall and brushed off the questions by focusing only one issue if getting less stipend during internship (which most people don't care for, we come from families that don't our help to sustain them). We were promised industry connects and a meagre number of roles have come from the companies that were the deciding factor in our choice to join MU.","Macroeconomics, the delivery of the lecture was impactful.","Please enforce more work on the PG students, I know most people don't agree with me. I am not here to have fun and party. This is the time to work and all the intra college networking happens in the trenches when working. People have free time. If possible take it away. MU's brand tag is associated with me, I own it and want it succeed. This shouldn't be tagged as a party school.",7,6,Academics and the application of those in my business proposals.,7,None so far.,7,None at the moment.,8,8,I like the guidance that i get at mentor union,8,None at the moment,6,The fellow students have still not left the headspace of UG and create disturbance in class. It's disrespectful to teacher and peers.,"Academics were practical, wanted these subjects to have more depth and duration.",Talk to academic head to increase the workload of students (they are a reflection of MU and same goes for MU) and this batch needs more rigorous training.
YLC,9,,6,1,1,,,9,0,6,,,,,4,dr. bhupesh's market research course gave me a roadmap for my VIP,4,5,i think sometimes the classes are so boring that we don't genuinely feel excited to get up from bed for it. Like garima ma'am's eco classes were really good - i came specially at 9AM only for her class (I didnt even have any other class that day) I really feel that some courses or masters are sometimes not even needed.,4,Content creation challenge made content creation a chore for me rather than fun,1,They should bring in better people for the classes,7,Prabhu was my Marketing CEP teacher - and he is awesome. He is honestly one of the best teachers.,6,"No, nothing as such. Pretty decent experience.",0,They are not even able to bring a good internship. They forced me to join Libas. I was literally given the option to either join the company or my coach would be banned. My point - I clearly mentioned in the interview that I didnt want to join from Feb or March despite this they gave me the internship offer for Feb and then Career team put me in a situation of extreme pressure to join LIBAS. Super Awful experience.,Prabhu's session were awesome. Garima Ma'am breaks down problems in super easy manner.,"Relations team should bring in more people like nithin gadkari, anupam mittal as it expands the way we think.",4,6,I am honestly not interested in student led activities feels like a waste of time,5,"Umm, nothing as such. Not faced any issues",1,Career coach refreshes to top listing when we go back. This makes us start the process from 0,6,7,Mento union is pretty good. I have not face any issues.,1,LMS coach is very cool but at the same time alot of glitches are there which I have already infromed to the LMS team.,4,Reason - the batch of YLC is very average. I feel that I am sometimes one of the smartest in the room which I should not feel if I am at masters union. But when I talk to TBM folks I can clearly see a difference. They know their shit. Its crazy I always learn something new from them. I would rather sit in a class with them.,As compared to term 2 the masters were better.,I would fix the system of PRS. Its a redundant measure. Literally no one takes it seriously.
YLC,9,,,,,,9,9,7,,,,,,10,Rajat Mathur - Leadership Lab - What a brilliant course loved every bit of ti Pranav dedhia's financial modelling was also great garima and bhupesh sir course was also very good,9,9,Not answered,9,"I feel content is very personal to you and any mentorship for content creation can give motivation to post some content, though it insisted me to post regularly, which was the best part",6,Not answered,7,"I feel career prep has done their job well and actually they are very happy to help and open to help, only if you are putting some efforts, so i think its more of a personal thing rather than career prep team",8,Not answered,3,Not answered,No session as such,Not answered,8,8,I feel the VC (Finance) Practicum was one of the best course that has added real value to my knowledge,9,Not answered,6,Coach is not able to hold the load and crashes frequently,8,7,Not answered,8,Not answered,7,"the courses and learning aspect was damn good this term, but major flaw was in career services team, i had certain expectation from the career services team, but they are very diplomatic in their answers and i feel they have answer for everything and very resistant to take any feedback",Finance Practicum (VC) that was too good Keep running those IRM sessions I feel term 3 is way better in terms of learning from the previous term,"If I were sitting in Pratham’s chair, the first thing I would fix is the overall sentiment around MU within the cohort. Right now, the dominant mood is negative, and that affects engagement, trust, and long-term brand value. I feel this negativity stems from three key areas. 1. Career Services Perception There is a strong perception that the career services team is not putting in enough effort or not adding tangible value. Whether or not that is entirely accurate, perception becomes reality for students. I would start by: Setting clear, measurable career support goals (number of recruiter connects, mock interviews, resume reviews, company outreach updates). Creating a transparent tracker visible to the cohort showing weekly progress. Hosting monthly open forums where the career team shares what they are actively working on and takes direct feedback. Introducing personalized career action plans so students feel individually supported rather than processed in bulk. The goal would be to move from opacity to transparency and from generic support to structured accountability. 2. Quality Over Quantity in Sessions There is currently too much focus on outclass sessions, but very few that add real, actionable value. I would shift the focus from volume to impact: Reduce the number of sessions. Vet speakers more strictly based on relevance and practical insight. Ensure every session has a clear takeaway (framework, template, hiring insight, or actionable skill). If students feel their time is respected, sentiment will improve naturally. 3. Expectation Setting & Brand Positioning Through ads and the admissions process, certain expectations were set. Many students feel there was a gap between what was promised and what was delivered. It feels like overcommit and underdeliver - and that is where trust erodes. I would fundamentally shift the philosophy to: Undercommit and overdeliver. Be realistic during admissions. Show real outcomes, real challenges, real effort required. When you set slightly conservative expectations and then exceed them, that’s when a brand becomes strong and trusted."
YLC,9,,,,9,9,,9,8,9,9,7,,,9,Product Management 102 by Ashank Bhandari,8,8,"the classes were planned better than term 3 , there was structure to the timetable for the classes to be high impact",8,"for people like me who would have never considered content creation , putting a deadline into things gave me more clarity on how to plan my content creation journey",8,"before taking it directly to the guests for pitching , students should be well prepared in advance by the team's help to represent so that the quality of pitching is better",8,yes the careerprep is the only team which i feel most connected with and helps me figure out stuff in a better way,9,take proper mock interviews of students sitting for real interiews,9,please take into consideration that JD for the roles floated actually align with the role,"dr Bhupesh Manoharan , they are generally more interactive sessions",i am satisfied with that,8,9,the overall term was curated in a better way as compared to term 2,8,I am satisfied on that front,9,no particular issue,8,8,no,9,"please keep the deadlines of outclass also in the to do , it does not show up in the home page",9,"the interactive sessions , faculty is good",the whole design of the timetable,"if was sitting in Pratham's Chair , I would want him to make or rent a sports complex so we can just relax once a week ."
YLC,9,9,,,,,10,10,,,,,,,10,The session with Mr. Pranav Dedhi and Mr. Rajat Mathur were very helpful to me in the way the courses were structured.,9,9,"Before a course is cancelled, I think all the students should be consulted through like a google form to ensure that there is consensus among everyone",7,It did. It also gave me confidence that I did not need a lot of time to shoot and post content like I previously thought,8,-,9,Data was kind of a new domain for me so the practicum really helped me understand how to be prepared for the interviews,9,-,6,"There were a lot of internships brought in but the stipend offered was not a lot. Even forgetting the stipend, some of the roles didnt feel meaningful at all",The AnM mentors really helped me through my interviews and some oppurtunities I was shortlisted for,-,8,9,I think being part of the case union and unmute were great experiences,9,-,8,-,9,9,-,7,There are issues with the LMS but the team is very helpful in fixing them right away.,9,The outclass challenge helped me push myself in the content creator challenge. There were not a lot of academics and I could manage my schedule a lot easier giving equal time to both inclass and outclass,I think the scheduling this term was better than previous terms which should continue. A lot of last minute changes disrupt our schedules as well,I think right now scheduling is the biggest challenge at MU. Trying to get that sorted would be my priority so students can focus equally on outclass and inclass. This was done well in term 3 compared to the earlier two terms.
YLC,9,7,10,10,8,3,,10,6,,,,,,10,Bhupesh Sir and Garima Ma'am ofcourse as always. But this semester Rajat's Sir's classes impacted me alot and will stay with me for a long time.,8,8,Please Release marks along with feedbacks and a little faster. We are in term 4 and still getting term 2 marks. That makes us forget what we had actually written in exam,4,"I have picked up my neeche myself. This semester got so heavy because when term 3 started, VIP was going on, Parallel to that they introduced creators challenge + MVP. Creators challenge is still nice. Rest everything feels more about assignments solely.",6,"This semester got so heavy because when term 3 started, VIP was going on, Parallel to that they introduced creators challenge + MVP. Creators challenge is still nice. Rest everything feels more about assignments solely. We have not gotten enough time + headspace to do either one properly.",9,"Yes. Career Prep has helped me alot. However, I am really upset with Career Services. In townhalls, If an issue is raised career prep says its career services issue and visa-a-vis. Upon telling issues they try to brainwash us by giving unnecessary explainations.",9,Please align with career services.,2,"Career Services has really dissapointed us. They bring in companies without background checks. The JD does not match what the recruiter says in interview at all. Some companies and good not all. But they need to understand if some additional/different information is provided, the candidate has the right to think whether to accept the offer or not. However, after that, the POC threatens/talks rudely/ forces us to take up the role otherwise career coach gets blocked. Every college gives 2 chances to reject offer and to accept the 3rd. On complaining you, yourself become the bad person due to them shouting/ giving bad explanations in townhall and then further targetting the person who spoke. That is why half of the people do not speak",which session are we talking about here?,They have made good improvements by not forcing and mandating CXO. Its nice thats its purely voluntarily now.,4,8,no student experience added value to me as such. Actually there were not enough/nice for me to attend the events.,8,i dont think so,5,I dont know what to say here.,5,7,no i dont think so.,8,Its all good. I think problems were sorted through qr code,6,"Career Services has really dissapointed us. They bring in companies without background checks. The JD does not match what the recruiter says in interview at all. Some companies are good (1/4th) but not all. But they need to understand if some additional/different information is provided by recruiter, the candidate has the right to think whether to accept the offer or not. However, after that, the POC threatens/talks rudely/ forces us to take up the role otherwise career coach gets blocked. Every college gives 2 chances to reject offer and to accept the 3rd. On complaining, you, yourself become the bad person due to them shouting/ giving bad explanations in townhall and then further targeting the person who spoke. That is why half of the people do not speak. My father is not happy either as this is not what he expected out of masters union career services team.",Academics solely worked out for me the best.,"Career Services Approach/Methods/Mechanisms/Conversations. They bring in companies without background checks. The JD does not match what the recruiter says in interview at all. Some companies are good (1/4th) but not all. But they need to understand if some additional/different information is provided by recruiter, the candidate has the right to think whether to accept the offer or not. However, after that, the POC threatens/talks rudely/ forces us to take up the role otherwise career coach gets blocked. Every college gives 2 chances to reject offer and to accept the 3rd. On complaining, you, yourself become the bad person due to them shouting/ giving bad explanations in townhall and then further targeting the person who spoke. That is why half of the people do not speak. My father is not happy either as this is not what he expected out of masters union career services team."
YLC,10,,9,8,8,8,,10,6,5,,,,,10,The market research course as well as the leadership lab,8,8,I feel the cat man course can be of 10 hours,7,Um its more of like i have been experimenting and learning,7,Not anything on such,7,They did help in preparing few things however not equal to the time invested,7,The mktg cep was the best,4,Please bring good reputable companies,Bhupesh sir and garima maams,Nope,4,8,I guess there were none which did so even christmas new year party was cancelled,9,Nope,7,Improved from before however still add reminders for outclass and merge term assignments together cant see term 3 pending assignments,7,7,Nope,9,Nope,9,The in class core courses were truly good and exceptional,You guys are implementing feedbacks seriously and it is certainly visible and helpful,"Career outreach, just cuz opportunities have to be floated doesnt mean bringing in anything and everything and just because we are from ylc is no justifi ation for the companies and roles bought there are few experienced folks as well"
YLC,9,,8,8,5,8,,10,,,9,,,,10,Rajat Mathur sir had a great impact- his actual life lessons helped gain a lot of insights and told us the downside and upside both. Shravan Tickoo also made concepts pretty simple and explained them well.,8,8,"I think the concept of class participation ia hampering real knowledge . Just for the sake of participation, instead of learning ad understanding , people use ChatGPT and also randomly answer things or ask questions that are not relevant or do not make sense which really disturbs the class . Personally , I am there to learn the topic and ask questions if I am stuck , but if I am not as smart as others in that subject and cant contribute then I get less marks which becomes a stressful situation. SOme onsight visits would enhance the learning experience",3,"Still figuring it out but I like the challenge. However, the sessions for this where someone comes from outside is not at all helpful. It is a waste of time. They should tell us how to edit, and other useful info but the sessions are really really basic and not helpful.",1,"Please fire some people and get people who can actually help and guide. we are all newcomers, have no experience to build and we need some guidance , howver we are told to do assignments and come directly for the pitch day, no help in between for people who do not know how to exactly scale their idea. If i knew how to build a business from scratch , I would've done it before only and would not have joined MU. some help from the team, check ups would help. Hire people who take care of say 5-6 teams each and help and guide them and do regular checks. Outclass was really bad this term",4,No useful help as such. just random sessions explaining some questions thats all,2,no good internship opportunitie!!,1,"Not at all. No good placements, i mean i was getting better internship offers after I graduated than now. Pay is low, but that would have been fine if there were good companies but that is also not the case. ALSO, FOR internship please try getting them for max 3 months as I would like to experience what MU has to offer and not let go of 6 months doing an internship. JUST GET GOOD COMPANIES",I cant remember the last good session I attended for non academic things.,Get some well knows people and keep some imp topics other than their life stories. Their life stories are not helping me in any way.,6,6,There were good ODC where we got to learn a lot. If there were some events organized by college that would have made it even more fun,6,I dont know.,7,get some interships and give a longer deadline to apply,5,8,I think adding more people who will help with VIP building,8,It definitely has improves so kudos to that,5,"I would have given more if outclass and career services would have been good . They were pathetic . Academically, it was good thats why i gave the score I gave",Good ODCs and electives,"Fire some people from outclass. emphasize more on building for everyone as everyone is very focused academically right now and that should change. More people in the team to personally look after some groups and take weekly check ins- help people working alone and guide the ones who are stuck and lost and not experienced. Also, trying to get companies to come here for an internship and good companies."
YLC,9,6,4,,,,,8,4,,,,,,6,garima maam - macroeconomics,8,6,i think some courses should have some more realtime things like visiting places to understand certain concepts and because of which it will have more impact and networking itself will increase,4,yes content creation challnege gave me the clarity on picking the niche,2,"the reason of me choosing mu was outclass and I am not at all happy with the outclass courses - in dropshipping - didn't have nay mentor to guide us so that was very bad , i think our efficiency and potential was much more and we could do more and even in vip challenge i think , the good part was mentors were assigned and that too personal but more guidance follow ups and help should have come from MU's side like manufacturers details and this is the place we are going wrong and all we did pitch to some of mu folks and mentors but that was just one time thing and even irrespective using mentor union sometimes the outcome doesnt come as good so i guess i exactly dont know what should haven been done with but it can be better the only problem i am facing is my efficiency and the amount of portential we have isnt been used by us as of now , so think this is something which should be fixed though I love the content creation challenge that is something which is going great according to me because of the marks and the strictness towards it and people are enjoying doing this , but vip is one og the important think i think this is something which should be better . Also as outclass is all about learning by doing then why does this has sessions - it should also be taught to us practically",4,"yes it did i guess career prep actually helped alot ,",7,Not answered,1,"please get us the job/internships as per what you all promised , we got storeopertors internship , I mean as an mba grad and a college which is been campared to isb and other business schools i think we as a student deserve better not saying store operator is a bad job but this is something not as per what we deserve","garima maam- macro economics - i think i didnt understand the concept of economies of scale , gdp as a whole but now i understand how does this whole ecosyste of economy and money works as",Not answered,4,5,i dont think so there was any student experience happened in term 3,5,Not answered,1,Not answered,4,6,Not answered,8,Not answered,3,outclass - can be much much better,"Creators challenge- Practicality of shooting a reel in 30 mins and realtime experience is class , it gave me confidence and clarity","I think outclass is one of my moat and this is where i would have worked to ace it off and in one week 3 days for inclass and 3 for outclass and wherein we are learning business and doing realtime business doing a stall , going to malls and then asking each kid what did u learn and what new things u saw and the making them understand this is what and how is the history of this brand and what strategy did they use , i think more realtime thing i would introduce"
YLC,10,,10,,,,,10,10,,10,,,,10,Rajat Mathur Bhupesh Manoharan Garima Chaklader,9,9,Pretty good,10,"Yes , running the account pretty good. Great initiative",8,THE CLASSES SCHEDULED ARE NOT ALLIGNED WITH SUBMUSSIONS,10,"Decent, had pretry good accessibility for guidance",9,Not answered,7,Not answered,.........................,Not answered,8,10,THE CLUB EVENTS AND NETWORKING,10,Not answered,8,VERY LAGGY REMINDER NOTIFICATION FOR SUBMISSION POPS ONE HOUR PAST THE DEADLINE,10,10,Not answered,8,Not answered,10,OVERALL EXPERIENCE. Thats it pretty much,MORE ENGAGING AND STORY LED INTERACTIVE CLASSES,THE MANAGEMENT SEEMS TO BE A LITTLE CHAOSED.
